number,time,duration,x,y,avg_dilation
1434,1539471,259,97,272,0.06959821428571455
1435,1540069,259,266,220,
1436,1540567,159,97,247,0.005098214285713887
1437,1541006,239,392,555,0.04309821428571414
1438,1541285,160,491,486,0.25840178571428574
1439,1541644,120,403,538,0.20140178571428624
1440,1542302,180,385,530,
1441,1542581,140,380,537,0.03790178571428582
1442,1542741,180,377,539,0.00840178571428618
1443,1543000,120,369,542,0.1549017857142858
1444,1543239,100,249,460,0.043598214285713865
1445,1543458,159,251,463,0.06440178571428579
1446,1543638,279,156,465,0.06809821428571405
1447,1544037,179,144,460,
1448,1544256,199,148,463,
1449,1544734,100,188,532,0.024098214285714015
1450,1544874,140,180,542,0.048901785714285495
1451,1546210,140,1122,761,0.048098214285714036
1452,1546688,159,1141,756,0.19409821428571394
1453,1546987,120,1125,749,0.10059821428571425
1454,1547286,180,1130,752,0.2085982142857139
1455,1547645,120,1121,767,0.191598214285714
1456,1547785,140,1139,741,0.1855982142857142
1457,1547984,120,1134,763,0.1460982142857139
1458,1548941,180,1100,708,0.20259821428571412
1459,1549898,100,1093,776,0.01459821428571395
1460,1550237,140,1152,813,0.028598214285714185
1461,1550576,100,1015,799,0.06359821428571433
1462,1551134,160,996,825,0.08609821428571429
1463,1551473,100,1055,800,0.01240178571428574
1464,1552570,140,1078,670,
1465,1557195,100,1029,681,0.13459821428571406
1466,1558232,160,1041,682,0.018901785714286135
1467,1558730,100,1076,728,0.036401785714286206
1468,1558890,120,1006,798,0.05859821428571399
1469,1560126,160,101,552,0.03790178571428626
1470,1561542,139,1177,787,0.2975982142857143
1471,1561881,100,118,477,0.07559821428571434
1472,1562100,140,114,526,0.03490178571428615
1473,1562778,159,116,453,0.1694017857142862
1474,1563874,100,140,563,0.09390178571428587
1475,1564453,100,1114,717,0.14559821428571418
1476,1566865,100,1012,661,0.0185982142857144
1477,1567064,179,1000,678,0.08509821428571396
1478,1567284,120,1059,664,0.04009821428571403
1479,1567483,140,1058,668,0.0575982142857141
1480,1567642,140,1062,678,0.014598214285714395
1481,1567822,159,1053,684,0.0810982142857144
1482,1569158,100,1062,699,0.0070982142857136665
1483,1569317,100,1094,689,0.0014017857142860635
1484,1569596,140,1137,817,0.015098214285714118
1485,1571291,120,1144,647,0.06240178571428601
1486,1571510,100,1137,653,0.047098214285714146
1487,1571650,159,1120,726,0.12959821428571416
1488,1571989,100,1070,719,0.036098214285714025
1489,1572547,100,1180,553,0.04709821428571459
1490,1572786,159,1192,562,0.05709821428571438
1491,1573125,120,1119,832,0.011598214285713837
1492,1574082,120,1136,641,0.10359821428571392
1493,1574362,100,1169,590,0.13159821428571394
1494,1574501,100,1211,597,0.09959821428571392
1495,1575099,219,132,530,0.004098214285713553
1496,1575418,120,119,547,0.026098214285713794
1497,1575797,179,1239,631,
1498,1576076,120,1195,719,0.013098214285713894
1499,1577093,100,1079,776,0.015598214285714285
1500,1577731,140,161,531,0.1485982142857143
1501,1578289,199,118,440,0.035901785714285595
1502,1578967,100,1118,825,0.29559821428571365
1503,1579844,717,103,289,0.27809821428571446
1504,1580582,558,85,285,0.041598214285714086
1505,1581340,199,58,253,
1506,1581639,199,88,275,0.30009821428571426
1507,1581858,100,77,257,
1508,1582157,1017,278,219,0.320598214285714
1509,1583194,1396,335,204,0.2865982142857142
1510,1584609,718,383,208,0.26409821428571423
1511,1585347,200,296,238,0.16359821428571397
1512,1585566,120,101,266,0.13909821428571423
1513,1585706,100,103,285,
1514,1585826,140,86,306,
1515,1586005,100,89,303,
1516,1587341,100,106,445,0.0755982142857139
1517,1588019,279,487,441,0.16659821428571409
1518,1590192,140,1097,758,0.012598214285714171
1519,1590990,279,1118,741,0.06290178571428573
1520,1591966,259,93,428,0.10840178571428627
1521,1592804,160,63,511,0.014098214285714228
1522,1592983,239,87,538,0.0680982142857145
1523,1593242,199,96,549,
1524,1593482,140,117,560,0.01459821428571395
1525,1593641,179,114,534,0.12059821428571427
1526,1594299,100,1075,726,0.09059821428571402
1527,1594817,179,1083,731,0.029401785714285644
1528,1595136,359,114,250,0.24540178571428584
1529,1595535,159,62,255,0.14640178571428564
1530,1595734,259,57,263,0.040598214285714196
1531,1596133,160,52,265,0.14209821428571434
1532,1596532,100,115,457,0.3565982142857145
1533,1596711,219,56,244,
1534,1597130,259,237,245,0.12159821428571416
1535,1597429,160,233,241,0.09659821428571425
1536,1598167,120,58,259,0.1200982142857141
1537,1598466,219,52,258,
1538,1598905,179,67,261,0.2370982142857141
1539,1599403,279,79,198,
1540,1600719,159,273,250,
1541,1601496,179,283,253,0.10109821428571397
1542,1602114,160,303,251,
1543,1602294,100,306,253,
1544,1602613,160,319,250,
1545,1603052,120,325,255,
1546,1603251,120,321,256,
1547,1603550,120,325,260,0.06459821428571422
1548,1603929,160,337,242,0.06759821428571389
1549,1604128,259,350,239,
1550,1604627,239,51,257,0.05909821428571416
1551,1604886,100,65,268,0.1435982142857144
1552,1605006,279,74,243,0.14809821428571368
1553,1605324,259,81,245,
1554,1605623,259,66,307,
1555,1605922,359,70,280,0.09659821428571425
1556,1606321,120,71,282,0.014598214285714395
1557,1606501,179,78,275,
1558,1606919,160,88,249,0.07040178571428601
1559,1607119,159,298,245,0.00590178571428579
1560,1607418,658,320,257,0.05090178571428572
1561,1608136,160,320,278,
1562,1608335,638,314,250,0.022098214285714235
1563,1609112,259,253,248,
1564,1609511,159,55,260,
1565,1609910,120,84,276,0.07409821428571384
1566,1610409,100,1017,662,0.2840982142857138
1567,1610628,100,1020,671,0.06809821428571405
1568,1611704,100,999,661,0.05059821428571443
1569,1611844,179,993,683,0.0185982142857144
1570,1612203,120,1011,659,0.19590178571428574
1571,1613738,120,1022,783,0.04440178571428621
1572,1613937,120,1029,763,0.039598214285714306
1573,1615233,160,130,523,0.021598214285714068
1574,1615812,140,114,442,0.19490178571428585
1575,1615991,259,463,465,0.017401785714286078
1576,1616410,100,496,465,0.020401785714285747
1577,1616529,120,484,471,0.13340178571428574
1578,1616988,120,215,626,0.004098214285713997
1579,1617127,139,209,641,0.06440178571428579
1580,1618084,120,334,710,0.04659821428571398
1581,1618304,100,191,793,0.004598214285714164
1582,1618702,239,229,607,0.0029017857142856762
1583,1619141,160,518,474,0.031901785714286035
1584,1619919,120,873,672,0.28109821428571413
1585,1620078,120,945,425,0.08009821428571406
1586,1620218,120,946,412,0.10859821428571426
1587,1620377,120,1009,488,0.019401785714285857
1588,1620776,100,979,567,0.02459821428571418
1589,1620955,100,883,529,0.133098214285714
1590,1621215,160,914,513,0.047401785714286326
1591,1622132,120,240,303,0.1745982142857141
1592,1622271,199,339,256,0.3020982142857145
1593,1622530,100,36,273,0.08209821428571384
1594,1622670,160,35,260,
1595,1622850,179,356,230,
1596,1623069,160,352,225,0.11159821428571437
1597,1623388,140,289,234,0.13509821428571422
1598,1623567,159,295,242,
1599,1623767,159,296,265,
1600,1624046,279,299,259,
1601,1624404,239,513,243,0.2410982142857141
1602,1624664,120,511,241,0.15859821428571408
1603,1624823,140,654,391,0.25359821428571383
1604,1625003,159,654,392,0.28059821428571396
